lemma_key	status	token_count	text_count	text_counts	lemma_hints	zazaki_variants	lerch_variants	context_gloss_hints	glossary_entries	glossary_match_sources	example_ref	example_token_zazaki	example_token_lerch	example_line_zazaki	example_line_lerch
diei	glossary_match	1	1	uc-kardes-masali:1	diei	cyêy	d̮ieí,	together	diei	lemma	uc-kardes-masali:tb02_l10:6	cyêy	d̮ieí,	'Hasanêki va: ma hiryê heminê bêrai cyêy, ma amêy, enoê ğalêy	H̔asanéki vā: mā hī́rye hé̱mine berā́’i d̮ieí, ma āmeí, ḗ̱n’oe γaleí
dirna	glossary_match	2	1	uc-kardes-masali:2	dirna	dırna	di̥rná,	to tear up	dirnä	lemma	uc-kardes-masali:tb03_l08:6	dırna	di̥rná,	berşaw mıri, ez wêna. 'Hasanêki kağit dırna, êşt, yawna kağit	bḗ̱ršau mí̥ri, e̱z wén’a. H̔asanéki kaγít di̥rná, ẹ̄št, yaúna kaγít
dismeni	glossary_match	2	2	goin-puhu-kusunun-hikayesi:1; kauge-nyerib-u-hyeni:1	dismeni	dışmêni; cişmêni	di̥šmén’i; d̮išmeni	enemy	dismen	lemma	goin-puhu-kusunun-hikayesi:g02_l01:10	dışmêni	di̥šmén’i	seri venert, yaw kêyna aya cênira byê. Ena cênyê byê dışmêni	sé̱ri ve̱né̱rt, yau keína áya d̮énira bī́e. Ē̱n’a d̮énie bíe di̥šmén’i
dit	glossary_match	3	1	kauge-nyerib-u-hyeni:3	dit	cit	d̮it	plow	dit	lemma	kauge-nyerib-u-hyeni:h01_l03:8	cit	d̮it	amê zımêy 'Hyêni. Yaw merdüm 'Hyênêyic zımecê xoêri cit kêrdini.	āmé zi̥meí Hʿyẹ̄́ni. Yau me̱rdṳ́m Hʿyẹ̄́neyid̮ zi̥mé̱d̮e χóeri d̮it kerdíni.
dizd	glossary_match	1	1	kauge-nyerib-u-sivani:1	dizd	dızd	di̥zd,	thief	dizd	lemma	kauge-nyerib-u-sivani:s01_l04:7	dızd	di̥zd,	bêrû. Laci Mêla A'hmêdi 'Hûsêyni di enoê dızd, tepişt va kê	bér’u. Lā́d̮i Mél’a Ah̔médi Hʿuseíni dī é̱n’oe di̥zd, te̱píšt vā ke
dizdi	glossary_match	5	1	kauge-nyerib-u-sivani:5	dizdi	Dızdi; dızdi	Dí̥zdi; dí̥zdi	thief	dizd	lemma	kauge-nyerib-u-sivani:s01_l05:3	Dızdi	Dí̥zdi	dızdê ra: tê qangcaray. Dızdi va kê: ez Nyêribraya. Laci Mêla A'h-	dí̥zdera: te qāṅd̮araí. Dí̥zdi vā ke: e̱z Ńeríbraya. Lā́d̮i Mél’a Ah̔-
doan	glossary_match	2	2	kauge-nyerib-u-hyeni:1; kauge-nyerib-u-sivani:1	doan	coan	d̮ṓan	once	döan	lemma	kauge-nyerib-u-hyeni:h01_l02:1	coan	d̮ṓan	Veri coan yaw merdüm Nyêribra werişt şê Dawzra agêyra,	Vé̱ri d̮ṓan yau me̱rdṳ́m Ńeríbra we̱ríšt šẹ̄ Daúzra ageíra,
duma	glossary_match	2	1	uc-kardes-masali:2	duma	dûma	dumá.; dumá	behind	dumä	lemma	uc-kardes-masali:tb02_l01:3	dûma	dumá.	'Hasanêk awna yaw dûma. Aw dûma daw bû. Vêcaw awdara,	Hʿasanék auná yau dumá. Au dumá dau bū. Ved̮aú aúdara,
efendim	glossary_match	10	4	kauge-nyerib-u-hyeni:4; degirmenci-ve-tilki:3; uc-kardes-masali:2; kauge-nyerib-u-sivani:1	efendim	êfêndim	eféndim,; eféndim:; eféndim,; efendím,; eféndim.	my lord	efendim	lemma	degirmenci-ve-tilki:mf02_l12:0	êfêndim	eféndim:	êfêndim: izmi mê bıdê, ez twêri vaca. Paşay Mısri izmi lûê da.	eféndim: ī́zmi me bi̥dé, e̱z túeri vā́d̮a. Pašaí Mi̥sri ī́zmi lú’e dā.
egit	glossary_match	2	1	uc-kardes-masali:2	egit	êgit	egít	hero	egit	lemma	uc-kardes-masali:tb08_l10:10	êgit	egít	bêrai mê emanêtay twê bû. Qabas başi 'Hasanêkira va kê: êgit tê	berá’i me e̱mánetai túe bu. Qabás baší H̔asanékira vā ke: egít te
ehende	glossary_match	1	1	kauge-nyerib-u-sivani:1	ehende	ehêndê	é̱hende	some	ehende	lemma	kauge-nyerib-u-sivani:s03_l11:3	ehêndê	é̱hende	va kê: twe ehêndê eskêri mê kişt, twê şeş dawê mê veşnay, taalan	vā ke: túe̱ é̱hende e̱skéri me kišt, túe še̱š dau’e me ve̱šnai, tá’alan
eiroe	glossary_match	1	1	kauge-nyerib-u-hyeni:1	eiroe	êyroê	eíroe	today	eiroe	lemma	kauge-nyerib-u-hyeni:h01_l08:6	êyroê	eíroe	yaw ğızmkari piriki min kiştû, ez êyroê 'hêyfi twêra gênû. Merdümi	yau γi̥zmkā́ri pī́riki min kíštu, e̱z eíroe h̔eífi túera ǵén’u. Me̱rdṳ́mi
ek	glossary_match	10	2	goin-puhu-kusunun-hikayesi:7; uc-kardes-masali:3	ek	ek; Ek	e̱k; E̱k	that; if	ek’e	lemma	goin-puhu-kusunun-hikayesi:g02_l04:0	ek	e̱k	ek bêray xoê çınû pêrsêna cênyay bawki xoê, vana kê: bêray mê	e̱k beraí χoe t̮í̥nu persén’a d̮éniai baúki χóe, vā́na ke: beraí me
eke	glossary_match	17	5	uc-kardes-masali:10; goin-puhu-kusunun-hikayesi:3; kauge-nyerib-u-sivani:2; degirmenci-ve-tilki:1; kauge-nyerib-u-hyeni:1	eke	ekê	é̱ke; é̱k’e; é̱ḱe; é̱ke; é̱ke; é̱ḱ’e; ḗ̱ke	if	ek’e	lemma	degirmenci-ve-tilki:mf02_l07:0	ekê	é̱ḱe	ekê mê nyêwayştê kêynay paşadê Mısri, tı mê vera dê. Arêwangçi	é̱ḱe me ńewaište keínai pašáde Mi̥sri, ti̥ me ve̱rá de. Ārewāṅt̮í
em	glossary_match	1	1	goin-puhu-kusunun-hikayesi:1	em	em	é̱m-	this	em’a	lemma	goin-puhu-kusunun-hikayesi:g02_l07:9	em	é̱m-	êyştû zêyndang. Sêbah wardêna, bawki xoêra vana: baw, mê em-	eíštu zeindā́ṅ. Sebáh wardén’a, bāúki χóera vā́na: bau, me é̱m-
ena	glossary_match	25	5	uc-kardes-masali:18; kauge-nyerib-u-sivani:4; ali-agha-ladi-kelhani:1; goin-puhu-kusunun-hikayesi:1; kauge-nyerib-u-hyeni:1	ena	ena; Ena; êna	ḗ̱n’a; ḗ̱n’a; ḗ̱n’a; Ē̱n’a; ḗ̱n’a; én’a	this	äna; awe	lemma	ali-agha-ladi-kelhani:a03_l12:4	ena	ḗ̱n’a	şyêri, ez serêy twê ena gêlankê wêna. A'hmêdi veng da va kê:	šyẹ̄́ri, e̱z sé̱rei túe ḗ̱n’a gelā́ṅke wén’a. Ah̔médi ve̱ṅg dā vā ke:
enkai	glossary_match	1	1	kauge-nyerib-u-sivani:1	enkai	enkay	ē̱nkaí	as soon as	enkai	lemma	kauge-nyerib-u-sivani:s02_l08:7	enkay	ē̱nkaí	dûlah ağayri va kê: eskêri mê 'hadraw, enkay ez amêya Dêyştêdê	dúl’ah aγaíri vā ke: e̱skéri me h̔adraú, ē̱nkaí e̱z āmeía Deíštede
enoe	glossary_match	29	5	uc-kardes-masali:15; degirmenci-ve-tilki:7; kauge-nyerib-u-hyeni:3; kauge-nyerib-u-sivani:3; goin-puhu-kusunun-hikayesi:1	enoe	enoê; Enoê; ênoê	ḗ̱n’oe; ẹ̄́n’oe; Ḗ̱n’oe; é̱n’oe; Ḗ̱n’oe; ḗ̱n’oe	this; that	äna; awe	lemma	degirmenci-ve-tilki:mf03_l03:2	enoê	ḗ̱n’oe	lingê, mê enoê dest tepişt awkêra vecyaya tebêr, çêmçêqû paşa	líṅge, me ḗ̱n’oe de̱st te̱píšt aúkera ve̱d̮iáya te̱bér, t̮emt̮equ pašá
er	glossary_match	1	1	kauge-nyerib-u-sivani:1	er	er	e̱r-	sent-	ku. (er) macht	lemma	kauge-nyerib-u-sivani:s04_l01:8	er	e̱r-	cû'hi nyêvêrdana, heminê serê bırmêna. Avdûlah ağay 'habêr er-	d̮úh̔i ńeverdā́na, hé̱mine sé̱re bi̥rmén’a. Avdúl’ah aγái h̔abér e̱r-
ers	glossary_match	5	2	kauge-nyerib-u-sivani:3; kauge-nyerib-u-hyeni:2	ers	erş	e̱rš; e̱rš!	sent; did	ers kerd	lemma	kauge-nyerib-u-hyeni:h05_l10:2	erş	e̱rš!	va kê: erş! Eskêri Xalef ağay kêrd: wakê wakê. Hyêris û çêhêr	vā ke: e̱rš! Ē̱skéri Χalé̱f aγái kerd: wáke wáke. Hyéris u t̮ehér
ersauute	glossary_match	28	3	kauge-nyerib-u-hyeni:19; kauge-nyerib-u-sivani:8; ali-agha-ladi-kelhani:1	ersauute	erşawûtê; êrşawûtê; erşawutê	e̱ršau’úte; e̱ršau’úte; eršau’úte	sent	eräau’üte	lemma	ali-agha-ladi-kelhani:a02_l06:0	erşawutê	e̱ršau’úte	erşawûtê dawana va kê: şıma çê vênerti? ma şyêri Ali ağay bıkşi.	e̱ršau’úte dauwā́na vā ke: ší̥ma t̮e vené̱rti? mā šyẹ̄́ri Áli aγaí bi̥kši.
espar	glossary_match	9	3	kauge-nyerib-u-hyeni:5; kauge-nyerib-u-sivani:3; degirmenci-ve-tilki:1	espar	êspar	espā́r; espā́r,; espā́r,	horse	Sstere	lemma	degirmenci-ve-tilki:mf03_l04:12	êspar	espā́r	erzê xoê mê wica ver daw, ez amêya Paşay Mısri va kê: êspar	é̱rz’e χóe me wíd̮a ve̱r daú, e̱z āmeía.] Pašaí Mí̥sri vā ke: espā́r
espari	glossary_match	1	1	degirmenci-ve-tilki:1	espari	êspari	espā́ri	horsemen	Sstere	lemma	degirmenci-ve-tilki:mf02_l14:9	êspari	espā́ri	zênû xoêri, yaw tûêrgê varay, laser ame pangc sêy êspari çêmçeqû	zén’u χóeri, [yau tu’érge varai, lasé̱r āmé̱ paṅd̮ sei espā́ri t̮emt̮e̱qú
esti	glossary_match	9	2	gespraech-mit-hassan:8; ali-agha-ladi-kelhani:1	esti	esti; êsti	é̱sti?; é̱sti,; é̱sti.; ésti.; ésti,; é̱sti,; é̱sti	there are	estii	lemma	ali-agha-ladi-kelhani:a03_l09:10	esti	é̱sti,	lacan bıkşi; hêma dês û hêyşti merdwomi ğaribi yênê 'hetê esti,	lád̮ān bi̥kší; hém’a des u heíšti mē̱rduó̤mi γarī́bi yéne h̔é̱te é̱sti,
estu	glossary_match	16	3	gespraech-mit-hassan:10; uc-kardes-masali:5; kauge-nyerib-u-sivani:1	estu	estû; Estû; êstû	é̱stu,; é̱stu; é̱stu.; é̱stu; é̱stu,; é̱stu?; É̱stu; éstu,	there is; exists	estii	lemma	gespraech-mit-hassan:h02_l01:5	estû	é̱stu.	Ali Beg sıpyerdışû dawê Aldûni estû.	Áli Be̱g si̥pye̱rdí̥šu daúe Aldū́ni é̱stu.
ez	glossary_match	103	7	kauge-nyerib-u-hyeni:24; uc-kardes-masali:20; kauge-nyerib-u-sivani:18; degirmenci-ve-tilki:13; goin-puhu-kusunun-hikayesi:11; ali-agha-ladi-kelhani:10; gespraech-mit-hassan:7	ez	ez; Ez	e̱z; E̱z	I; 1SG.DIR	ez	lemma	ali-agha-ladi-kelhani:a02_l10:10	ez	e̱z	Qasim ağa şi Ali ağay hetê ronişt va kê: ağa, ez ama twêra ric	Qasím aγá ši Áli aγaí hé̱te rōníšt vā ke: aγá, e̱z amá túera rīd̮
ga	glossary_match	1	1	uc-kardes-masali:1	ga	ga	ga	ox, bullock	ga	lemma	uc-kardes-masali:tb06_l09:6	ga	ga	'Hasanêk werişt va cênyay dyewira: ena ga mê xatır bê twê ez 'ha	H̔asanék we̱ríšt vā d̮éniai d́é̱wira: ḗ̱n’a ga me χatí̥r be túe e̱z h̔a
gamye	glossary_match	1	1	uc-kardes-masali:1	gamye	gamyê	gā́mye	one	gämye	lemma	uc-kardes-masali:tb02_l14:10	gamyê	gā́mye	tê vaystûray xoê bıdê mê, ez hêlyê ğalê çınêna, tê gamyê roşê,	te vaísturai χóe bí̥de me, e̱z hḗlye γalé t̮i̥nén’a, te gā́mye rṓše,
geira	glossary_match	7	2	uc-kardes-masali:6; goin-puhu-kusunun-hikayesi:1	geira	gêyra	geíra; geíra,; geíra; geírá,	searched	geira	lemma	goin-puhu-kusunun-hikayesi:g03_l04:2	gêyra	geíra	kêynêkê ame, gêyra bêray kêynêkê, eki kistû, êyştû zêyndang, cordê	keíneke āmé̱, geíra beraí keíneke, é̱ki kístu, eíštu zeindā́ṅ, d̮ṓrde
gena	glossary_match	3	3	kauge-nyerib-u-hyeni:1; kauge-nyerib-u-sivani:1; uc-kardes-masali:1	gena	gêna	ǵén’a; ǵén’a,; ǵén’a.	I lead; I take	gen’a	lemma	kauge-nyerib-u-hyeni:h03_l14:2	gêna	ǵén’a	desti çwa gêna çaw mevindi, mêyştê kawyaw.	dé̱sti t̮ua ǵén’a t̮au mé̱vindi, meíšte kauyaú.
geraut	glossary_match	14	5	uc-kardes-masali:8; ali-agha-ladi-kelhani:3; goin-puhu-kusunun-hikayesi:1; kauge-nyerib-u-hyeni:1; kauge-nyerib-u-sivani:1	geraut	gêrawt	geraút,; geraút,; geraút; geraút.; geraut,	took	terd geraut	lemma	ali-agha-ladi-kelhani:a02_l09:4	gêrawt	geraút,	amêy Ğêytê, Ğêytêra sêytê gêrawt, bi pangd sêytê şi Ali ağay 'het.	āmeí Γeíte, Γeítera seíte geraút, bi pāṅd seíte ši Áli aγaí h̔e̱t.
gerauti	glossary_match	6	4	degirmenci-ve-tilki:2; kauge-nyerib-u-hyeni:2; ali-agha-ladi-kelhani:1; kauge-nyerib-u-sivani:1	gerauti	gêrawti	geraúti; geraúti,; geraúti	took	terd geraut	lemma	ali-agha-ladi-kelhani:a04_l13:3	gêrawti	geraúti	hêyşt merdûmi ğaribana gêrawti ardi berdi wederti.	heíšt mē̱rdúmi γaribā́na geraúti ā́rdi bé̱rdi we̱dé̱rti.
go	glossary_match	1	1	uc-kardes-masali:1	go	go	gō	said	gö’en; gö’elik	lemma	uc-kardes-masali:tb07_l14:2	go	gō	'Hasanêki qayfetira go kê: ağa, tê çê gûrawkê vaci bêrai mê dest-	H̔asanéki qaife̱tíra gō ke: aγá, te t̮e guraúke vā́d̮i berá’i me dé̱st-
goeni	glossary_match	1	1	ali-agha-ladi-kelhani:1	goeni	goêni	gó’eni	blood	gö’en	lemma	ali-agha-ladi-kelhani:a04_l04:1	goêni	gó’eni	çimyirû, goêni byê A'hmêdi çimi. A'hmêd hyêrs bê, 'hawt teni pêy	t̮ímyiru, gó’eni bíe Ah̔médi t̮ími. Ah̔méd hyẹ̄rs be, h̔aut té̱ni pei
goleki	glossary_match	1	1	goin-puhu-kusunun-hikayesi:1	goleki	golêki	gṓleki	cattle	gölek	lemma	goin-puhu-kusunun-hikayesi:g03_l03:3	golêki	gṓleki	Kêynêk werişt şi, golêki xoê vêr day, şi golêkangdê. Bawki	Keínek we̱ríšt ši, gṓleki χóe ver dai, ši golekā́ṅde. Baúki
gosti	glossary_match	5	1	uc-kardes-masali:5	gosti	goşti	gṓšti	meat	göst	lemma	uc-kardes-masali:tb03_l14:11	goşti	gṓšti	kû, sêba ena pilaw byarû. Cênyay dyewi gay bwêr serê bırna, goşti	ku, sebā́ ḗ̱n’a pilaú biáru. D̮éniai d́é̱wi gai búer sé̱re bi̥rnā́, gṓšti
ha	glossary_match	18	5	uc-kardes-masali:8; kauge-nyerib-u-hyeni:5; goin-puhu-kusunun-hikayesi:2; kauge-nyerib-u-sivani:2; ali-agha-ladi-kelhani:1	ha	'ha; 'Ha; ha	h̔a; h̔ā; h̔ā; H̔a-; hā	here; there; was; PROG/NOW	ha in	lemma	ali-agha-ladi-kelhani:a03_l14:7	'ha	h̔ā	bıkşû. A'hmêd awnya dyêsi wedi, yaw şıbakê 'ha dyêsê wedidê, desti	bi̥kšú. Ah̔méd auńā́ d́ési we̱dí, yau ši̥bā́ke h̔ā d́ése wé̱dide, dé̱sti
haber	glossary_match	18	2	kauge-nyerib-u-hyeni:12; kauge-nyerib-u-sivani:6	haber	'haber; 'habêr	h̔abé̱r; h̔abér; h̔abér	message	häl	lemma	kauge-nyerib-u-hyeni:h02_l14:2	'haber	h̔abé̱r	Wesman ağa 'haber erşawûtê Dêyştêy 'Henzi Mê'hmêt ağayri va kê:	We̱smán aγā h̔abé̱r e̱ršau’úte Deíštei Hʿé̱nzi Meh̔mét aγáiri vā ke:
habere	glossary_match	20	4	kauge-nyerib-u-hyeni:13; kauge-nyerib-u-sivani:4; degirmenci-ve-tilki:2; ali-agha-ladi-kelhani:1	habere	'habêrê; 'haberê	h̔abé̱re; h̔abére; h̔abér’e; h̔abére; hʿabére	message; news	häl	lemma	ali-agha-ladi-kelhani:a02_l05:8	'habêrê	h̔abére	berdi, kêrdi wadey Mê'hmêdi 'Hêndani. Qasim ağay şawê 'habêrê	bé̱rdi, kérdi wade̱i Meh̔médi Hʿendā́ni. Qasím aγaí šaú’e h̔abére
hal	glossary_match	4	1	ali-agha-ladi-kelhani:4	hal	'Hal; 'halira	Hʿāl; h̔ā́lira	uncle; ABL	häl	lemma	ali-agha-ladi-kelhani:a03_l06:6	'Hal	Hʿāl	kişêni. 'Hali xancêray A'hmêdi nyêday cê. 'Hal şê tebêr, eskêri	kišén’i. Hʿāli χand̮érai Ah̔médi ńédai d̮e. Hʿāl šẹ̄ te̱bér, e̱skéri
hali	glossary_match	2	1	ali-agha-ladi-kelhani:2	hali	'Hali; 'hali	Hʿāli; h̔ā́li	uncle	häl	lemma	ali-agha-ladi-kelhani:a03_l06:1	'Hali	Hʿāli	kişêni. 'Hali xancêray A'hmêdi nyêday cê. 'Hal şê tebêr, eskêri	kišén’i. Hʿāli χand̮érai Ah̔médi ńédai d̮e. Hʿāl šẹ̄ te̱bér, e̱skéri
hau	glossary_match	2	1	goin-puhu-kusunun-hikayesi:2	hau	'haw	h̔āu; h̔au	dream	hau	lemma	goin-puhu-kusunun-hikayesi:g02_l06:5	'haw	h̔āu	Kêynêk aya şû ra kwêna, 'haw vyênêna, ek bêray xoê kiştû,	Keínek aya šu rā kuén’a, h̔āu vyenén’a, e̱k beraí χóe kíštu,
hauna	glossary_match	1	1	uc-kardes-masali:1	hauna	'hawnya	h̔aúńa	match	haüna	lemma	uc-kardes-masali:tb05_l01:8	'hawnya	h̔aúńa	gêlankê enoê merdüm sağ amê mê 'hêt, ez 'hawnya yêna serê	gelā́ṅke ḗ̱n’oe me̱rdṳ́m saγ amé me h̔ēt, e̱z h̔aúńa yén’a sé̱re
haut	glossary_match	3	2	uc-kardes-masali:2; ali-agha-ladi-kelhani:1	haut	hawt; 'hawt	haut; h̔aut	seven	haut	lemma	ali-agha-ladi-kelhani:a04_l04:8	'hawt	h̔aut	çimyirû, goêni byê A'hmêdi çimi. A'hmêd hyêrs bê, 'hawt teni pêy	t̮ímyiru, gó’eni bíe Ah̔médi t̮ími. Ah̔méd hyẹ̄rs be, h̔aut té̱ni pei
he	glossary_match	3	2	gespraech-mit-hassan:2; uc-kardes-masali:1	he	'Hê; he; 'he	Hʿe-; he̱-; h̔é̱	Hemık; pomegranate; not	he	lemma	gespraech-mit-hassan:h01_l08:6	'Hê	Hʿe-	Fatrakom, 'Hopsor, Tênik, Rêjwan, Zımag, 'Hoêrsig, 'Hê-	Fatrakó̤m, Hʿo̤psó̤r, Teníḱ, Réžuān, Zi̥máǵ, Hʿoersíǵ, Hʿe-
helye	glossary_match	1	1	uc-kardes-masali:1	helye	hêlyê	hḗlye	a little	helye	lemma	uc-kardes-masali:tb02_l14:6	hêlyê	hḗlye	tê vaystûray xoê bıdê mê, ez hêlyê ğalê çınêna, tê gamyê roşê,	te vaísturai χóe bí̥de me, e̱z hḗlye γalé t̮i̥nén’a, te gā́mye rṓše,
hema	glossary_match	4	3	kauge-nyerib-u-hyeni:2; ali-agha-ladi-kelhani:1; uc-kardes-masali:1	hema	hema; hêma; 'hema	hém’a; h̔é̱m’a; hé̱m’a; he̱ma	however	hema	lemma	ali-agha-ladi-kelhani:a03_l09:2	hêma	hém’a	lacan bıkşi; hêma dês û hêyşti merdwomi ğaribi yênê 'hetê esti,	lád̮ān bi̥kší; hém’a des u heíšti mē̱rduó̤mi γarī́bi yéne h̔é̱te é̱sti,
heme	glossary_match	9	3	ali-agha-ladi-kelhani:7; kauge-nyerib-u-hyeni:1; uc-kardes-masali:1	heme	hemê; heme	hé̱me; hé̱me̱; hé̱me	all	heme	lemma	ali-agha-ladi-kelhani:a01_l10:6	hemê	hé̱me	ma şawê şyêri Ali ağay çêhêr hemê lacana ma bıkşi. 'Hasan ağay	mā šaú’e šyẹ̄́ri Áli aγaí t̮ehér hé̱me lad̮ā́na mā bi̥kší. Hʿasán aγaí
hemine	glossary_match	11	3	kauge-nyerib-u-sivani:5; uc-kardes-masali:4; kauge-nyerib-u-hyeni:2	hemine	heminê	hé̱mine; hé̱mine; hé̱mine; hé̱mine.	all	heme	lemma	kauge-nyerib-u-hyeni:h05_l08:6	heminê	hé̱mine	çewi eskêri Daqma begi vêra medi, heminê bıkşi. Eskêri Xalef	t̮é̱wi e̱skéri Dáqma bé̱gi véra mé̱di, hé̱mine bi̥kší. E̱skéri Χalé̱f
hergu	glossary_match	1	1	ali-agha-ladi-kelhani:1	hergu	hêrgu	hérgu	each	hergu	lemma	ali-agha-ladi-kelhani:a04_l07:0	hêrgu	hérgu	hêrgû kês şi kêy xoê. Cênazay Ali ağay, çêhêr heme lacana, dês û	hérgu kes ši kei χóe. D̮enazaí Áli aγaí, t̮ehér hé̱me̱ lād̮ā́na, des u
hers	glossary_match	1	1	goin-puhu-kusunun-hikayesi:1	hers	'hêrs	h̔ẹ̄rs	anger	hers	lemma	goin-puhu-kusunun-hikayesi:g03_l15:1	'hêrs	h̔ẹ̄rs	Myêrdêk 'hêrs bê, şê leşê lacêki zêyndana vetê ardi cêni 'het,	Myẹ̄́rdek h̔ẹ̄rs be, šẹ̄ lé̱še lā́d̮eki zeindā́na vé̱te ā́rdi d̮éni h̔e̱t,
heta	glossary_match	7	3	kauge-nyerib-u-hyeni:5; degirmenci-ve-tilki:1; kauge-nyerib-u-sivani:1	heta	'hêta; 'heta; hêta; heta	h̔éta; h̔é̱t’a; h̔e̱ta; héta; hé̱ta	until	hetakü	lemma	degirmenci-ve-tilki:mf03_l08:8	'heta	h̔é̱t’a	'hata dı rodi eskêri xoê mevêcê sêlam lêğêy, 'heta çêmçaqû paşa	h̔ā́t’a di̥ rōdi e̱skéri χóe mé̱ved̮e selám leγeí, h̔é̱t’a t̮emt̮aqú pašá
hirye	glossary_match	12	5	uc-kardes-masali:8; ali-agha-ladi-kelhani:1; degirmenci-ve-tilki:1; kauge-nyerib-u-hyeni:1; kauge-nyerib-u-sivani:1	hirye	hiryê; 'Hiryê	hī́rye; hírye; Hʿī́rye	three	diei	lemma	ali-agha-ladi-kelhani:a04_l05:5	'Hiryê	Hʿī́rye	aya xancêri kişti. A'hmêd kişya. 'Hiryê heme bêrai A'hmêdi bawkê	áya χand̮éri kíšti. Ah̔méd kíšya. Hʿī́rye hé̱me̱ berá’i Ah̔médi baúke
kai	glossary_match	2	2	kauge-nyerib-u-hyeni:1; uc-kardes-masali:1	kai	kay	kai; kaí	riding about; now	kai kün'a	lemma	kauge-nyerib-u-hyeni:h05_l03:1	kay	kai	êspar kay kênû, qamûk byû pêye, qamûk na wênû, qamûk govêndi	espā́r kai kén’u, qā́muk byu peíye̱, qā́muk nā wén’u, qā́muk gōvéndi
kali	glossary_match	1	1	uc-kardes-masali:1	kali	kali	kā́li	speaks	käli kün’a	lemma	uc-kardes-masali:tb09_l04:5	kali	kā́li	erû, serêy dyewidê zwang estû, kali kênû, twêra vanû yawnay pêro	é̱ru, sé̱rei d́é̱wide zuā́ṅ é̱stu, kā́li kén’u, túera vā́nu yaunaí péro̤
kar	glossary_match	1	1	uc-kardes-masali:1	kar	kar	kār	work	kar	lemma	uc-kardes-masali:tb01_l05:0	kar	kār	kar bıkêri, pêy dabaray ma bobû. Enyê hiryê hemê weristi şi, ve-	kār bi̥kérí, pei dabā́rai ma bo̤bú. Ḗ̱n’ie hī́rye hé̱me we̱rísti ši, ve̱-
kauge	glossary_match	51	3	kauge-nyerib-u-hyeni:26; kauge-nyerib-u-sivani:14; gespraech-mit-hassan:11	kauge	kawğe; kawğei; kawğê; Kawğê	kauγé̱; kauγé̱’i; kauγé̱; kauγé; kauγé̱.; kauγé̱,; kauγé̱,; kauγé̱	fight; feud; EZ/GEN	kauyä	lemma	gespraech-mit-hassan:h03_l08:2	kawğe	kauγé̱	Tû zaf kawğe di?	Tu zāf kauγé̱ dī?
kaut	glossary_match	12	5	kauge-nyerib-u-hyeni:4; kauge-nyerib-u-sivani:4; uc-kardes-masali:2; ali-agha-ladi-kelhani:1; degirmenci-ve-tilki:1	kaut	kawt	kaut; kaut,; kaut.	went; fell	kaut	lemma	ali-agha-ladi-kelhani:a04_l02:6	kawt	kaut.	day 'hali bınê çici raştirû. 'Hal kawt. A'hmêdi xancêri 'halira vetê,	dai h̔ā́li bí̥ne t̮íd̮i rā́štiru. Hʿāl kaut. Ah̔médi χand̮éri h̔ā́lira vé̱te,
kauti	glossary_match	2	2	kauge-nyerib-u-hyeni:1; kauge-nyerib-u-sivani:1	kauti	kawti	kaúti; kaúti	went	kaut	lemma	kauge-nyerib-u-hyeni:h08_l09:2	kawti	kaúti	Daqma begi, kawti temya, dı saati kawğe kerd, pêynıdê	Dáqma bé̱gi, kaúti te̱myá, di̥ sā’ati kauγé̱ ke̱rd, peíni̥de
kayit	glossary_match	2	1	uc-kardes-masali:2	kayit	kayit	kayít	letter	kayit	lemma	uc-kardes-masali:tb05_l03:5	kayit	kayít	rayêrang ver dana. Daw werişt, kayit noşt, da 'Hasanêkira. 'Ha-	rayerā́ṅ ve̱r dāna. Dau we̱ríšt, kayít nošt, dā H̔asanékira. H̔a-
ke	glossary_match	187	6	kauge-nyerib-u-hyeni:55; uc-kardes-masali:45; kauge-nyerib-u-sivani:33; degirmenci-ve-tilki:24; ali-agha-ladi-kelhani:17; goin-puhu-kusunun-hikayesi:13	ke	kê; Kê; ke	ke:; ke; ke,; Ke; ké:; ke̱:	that	ke	lemma	ali-agha-ladi-kelhani:a01_l07:7	kê	ke:	Karbêgani, 'Hasan ağa Weşini amêy pyêser va kê: ma şyêri kêy	Karbegā́ni, Hʿasán aγá We̱šíni āmeí pyesé̱r vā ke: mā šyẹ̄́ri kei
kebab	glossary_match	8	1	uc-kardes-masali:8	kebab	kebab; kêbab	ke̱bā́b; kebā́b.	kebab	kebäb	lemma	uc-kardes-masali:tb04_l14:4	kebab	ke̱bā́b	wani 'Hasanêki tra kê, kebab kê, pawjê, miri berşaw, ek ena	wā́ni H̔asanéki trā ke, ke̱bā́b ke, paúže, míri bḗ̱ršau, e̱k ḗ̱n’a
kei	glossary_match	15	6	ali-agha-ladi-kelhani:4; uc-kardes-masali:4; kauge-nyerib-u-sivani:3; goin-puhu-kusunun-hikayesi:2; gespraech-mit-hassan:1; kauge-nyerib-u-hyeni:1	kei	kêy	kei; keí-	house	kei	lemma	ali-agha-ladi-kelhani:a01_l07:10	kêy	kei	Karbêgani, 'Hasan ağa Weşini amêy pyêser va kê: ma şyêri kêy	Karbegā́ni, Hʿasán aγá We̱šíni āmeí pyesé̱r vā ke: mā šyẹ̄́ri kei
