priority	issues	entry_id	entry_display	entry_search	parent	parent_search	entry_type	entry_review_status	definition_en_review_status	definition_tr_source	definition_de	definition_en	definition_tr	raw_headword	source_page	source_row_idx	suggested_next_step
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p218_r0550:entry	vaz (Lina	vaz lina			phrase	ocr_extracted			(ich) laufe. Vgl. Krm. baz, bezfa. vaz da, lief, 72.7.			vaz (Lina	218	550	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p217_r0545:entry	vaüre	vaure			word	ocr_extracted			Schnee. Vgl. Krm. berf.			vaüre	217	545	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p218_r0548:entry	vdtiä	vdtia			word	ocr_extracted			abscheulich, 82.4.			vdtiä	218	548	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p218_r0555:entry	veden'a	vedena			word	ocr_extracted			(ich) gehe aus, heraus, ve da, ging aus.			veden'a	218	555	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p219_r0570:entry	velgö	velgo			word	ocr_extracted			Blätter, Laub. G: belk foglia ; B. III: 63: varak feuille. Vgl. npers: kälL; cf. 1*Z. III, 45. veih = verig.			velgö	219	570	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p218_r0560:entry	ver ken’a	ver kena			phrase	ocr_extracted			(ich) bereite. ver ke, bereite, 5l.to; 52.«.			ver ken’a	218	560	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p218_r0562:entry	vera ddna	vera ddna			phrase	ocr_extracted			s. verddna.			vera ddna	218	562	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p219_r0572:entry	verdana	verdana			word	ocr_extracted			(ich) werfe weg, lasse los, verschone, vera däna, (ich) verschone, ver dä, warf weg, 72.«. verddnl, du bissest, 55.». v6ra medi , verschonet eicht, 75.9.			verdana	219	572	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p218_r0567:entry	verddni	verddni			word	ocr_extracted			s. verddna.			verddni	218	567	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p218_r0566:entry	veryün’e	veryune			word	ocr_extracted			erste			veryün’e	218	566	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p218_r0556:entry	vesün’a	vesuna			word	ocr_extracted			brenne(inlr.); s. vesnün’a. veSa, brannte.			vesün’a	218	556	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p218_r0557:entry	veünün’a	veununa			word	ocr_extracted			(ich) brenne nieder, vcsud, brannte nieder, veäni , brennet nieder (imp.), 68.8.			veünün’a	218	557	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p218_r0558:entry	vgt	vgt			word	ocr_extracted			weg, aus , zeinddna vet ard, führte aus dem Gefängnisse, 56. n.			vgt	218	558	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p211_r0385:entry	VH	vh			word	ocr_extracted			322. seraksie, in vergangenem Jahre, sera paryin’e, in vergangenem Jahre.			VH	211	385	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p219_r0579:entry	vidn’a	vidna			word	ocr_extracted			(ich) sehe; s. aunön’a. aünd, sah. vi6n’e, komme; s. yön’a.			vidn’a	219	579	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p202_r0143:entry	VII	vii			word	ocr_extracted			323). keiye, ins Haus, nach Hause, 51 .9; 53.9.			VII	202	143	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p219_r0580:entry	vindßn’a	vindssna			word	ocr_extracted			(ich) bleibe, s. venden’a. vjndd, bleibe stehen, 57.6. äqjli vinde, bleibe vernünftig, 86.7. nevinddn’i, bleiben nicht, 67. io. vinert = venert.			vindßn’a	219	580	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p219_r0583:entry	vizyfri	vizyfri			word	ocr_extracted			gestern Abend. Vgl. oss: izar Abtnd (R.)			vizyfri	219	583	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p219_r0581:entry	vlst. zwanzig	vlst zwanzig			phrase	ocr_extracted						vlst. zwanzig	219	581	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p219_r0582:entry	vlstin	vlstin			word	ocr_extracted			zwanzigste,			vlstin	219	582	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p219_r0573:entry	wa	wa			word	ocr_extracted			er, sie.			wa	219	573	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p219_r0586:entry	waddre	waddre			word	ocr_extracted			s. weddri.			waddre	219	586	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p219_r0577:entry	wade	wade			word	ocr_extracted			(türk.o^jl), Zimmer, 62.2. waät = waiät.			wade	219	577	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p219_r0574:entry	wai	wai			word	ocr_extracted			Schwester.			wai	219	574	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p219_r0576:entry	waift	waift			word	ocr_extracted			(ar. tUj), Zeit.			waift	219	576	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p219_r0575:entry	waiät	waiat			word	ocr_extracted			wünschte; s. wazdn’a.			waiät	219	575	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p220_r0587:entry	war	war			word	ocr_extracted			Winterlager, 60.12-13.			war	220	587	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p220_r0588:entry	warezä	wareza			word	ocr_extracted			Neffe, Schwestersohn. Vgl. Krm. xoärz. ward6n’a = warzdn’a.			warezä	220	588	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p220_r0589:entry	warzdn’a	warzdna			word	ocr_extracted			(ich) erhebe mich, stehe auf. wärzi, stehet auf. weriät, erhob sich, stand auf. S. warden’a, werddn’a. we = wa.			warzdn’a	220	589	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p219_r0578:entry	wazdn'a	wazdna			word	ocr_extracted			(ich) wünsche, will, freie. waiSt, wa$t, wünschte, freite. Vgl. Krm. xöast. verd dai, liess los, 84.2. vera nedäna , ich verschone nicht, 70.11-12. me verdi , verschonet nicht, 69.4.			wazdn'a	219	578	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p220_r0599:entry	wdn’iäi	wdniai			word	ocr_extracted			geht entgegen, 84.1».			wdn’iäi	220	599	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p220_r0592:entry	weddri	weddri			word	ocr_extracted			bestattet. meitani me wadere taüde me — w tinu, ich habe Niemanden, v 1 um meine Leichen zu be- statten, 79.3-6. weddrti, bestatteten, 65.7.			weddri	220	592	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p220_r0598:entry	welra	welra			word	ocr_extracted			dort.			welra	220	598	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p220_r0597:entry	weriät	weriat			word	ocr_extracted			stand auf. weriät be espär, sassauf, setzte sich zu Pferde, machte sich zu Pferde auf. werddn’a = warzdn’a. wirdi, standen auf, 62.ii.			weriät	220	597	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p220_r0596:entry	weränd	werand			word	ocr_extracted			dest äjmäyöri yöe werdnd, nahm sein Schwert in die Hand, 72.t.			weränd	220	596	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p220_r0591:entry	weye kdn’a	weye kdna			phrase	ocr_extracted			jage weg. weta = vet.			weye kdn’a	220	591	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p220_r0593:entry	weä	wea			word	ocr_extracted			gut, gesund, 81.3. Vgl. Krm. xo§. weäi kdn’a, (ich) versöhne, ma pya weäi ke, versöhne uns mit einander, 70.6.			weä	220	593	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p220_r0600:entry	widd	widd			word	ocr_extracted			wid&ra, sogleich, 66. e.			widd	220	600	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p200_r0086:entry	XVII	xvii			word	ocr_extracted			4 ' 1 s. Bnf. Gl. s. v.)			XVII	200	86	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p203_r0162:entry	XVII	xvii			word	ocr_extracted			381); huzv: ao; pärs: (Sp. llzv.Gr. §21 Anm. 5); npers: i afgli: (H.); oss: xox, xoqx.			XVII	203	162	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p210_r0370:entry	XVII	xvii			word	ocr_extracted			295); pärs; * -sing, praes; 3. sing, praes; Vhj. imp.; inliu. (s. Sp. PGr. §72 Anm.); npers:			XVII	210	370	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p207_r0261:entry	ya rödi	ya rodi			phrase	ocr_extracted			längst,			ya rödi	207	261	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p207_r0259:entry	yatina	yatina			word	ocr_extracted			der, die, das andere, yaundes = yaudes.			yatina	207	259	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p207_r0256:entry	yau	yau			word	ocr_extracted			ein, eine, ein.			yau	207	256	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p207_r0257:entry	yaudds	yaudds			word	ocr_extracted			eilf.			yaudds	207	257	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p207_r0258:entry	yaudesin	yaudesin			word	ocr_extracted			eilfte.			yaudesin	207	258	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p207_r0260:entry	yaüve	yauve			word	ocr_extracted			erste,			yaüve	207	260	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p207_r0275:entry	ydni	ydni			word	ocr_extracted			sein, seine, sein; ihr, ihre, ihr, 49.3. y£ne, 64.3. ydnera, 64.4.			ydni	207	275	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p207_r0262:entry	yedeg	yedeg			word	ocr_extracted			Ring am Finger.			yedeg	207	262	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p207_r0273:entry	yei	yei			word	ocr_extracted			s. ya.			yei	207	273	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p205_r0209:entry	Yjzmkär	yjzmkar			word	ocr_extracted			jfizni- kär. Tele = krm. Tirt.			Yjzmkär	205	209	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p211_r0391:entry	zadur	zadur			word	ocr_extracted			Weide (sali*). ; sei, wie. seidewän, Jäger. Vgl. Krm. se’idvär. sendn’u, wie ist, 59.i; s. sen’ie. sepf, weiss. S. Krm. sepf. sipyerdjs, Weissbart, Dorfältester, 59.8 sq.; s. erdjs u. sepf. sil, Mist. Vgl. KW.			zadur	211	391	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p211_r0389:entry	Zazd	zazd			word	ocr_extracted			Zazd. .			Zazd	211	389	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p211_r0390:entry	Zazdde	zazdde			word	ocr_extracted			Appellativ von Zazd.			Zazdde	211	390	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p212_r0397:entry	zeindän	zeindan			word	ocr_extracted			Gefängniss, Grube, 57 .8; 80.9. Vgl. npers: (j\jjj-			zeindän	212	397	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p212_r0396:entry	zered	zered			word	ocr_extracted			Schneehuhn: - —ff' , zerd, gelb. Vgl. Krm. zer.			zered	212	396	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p212_r0404:entry	zien	zien			word	ocr_extracted			Sattel. Vgl. Krm. zin.			zien	212	404	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p212_r0406:entry	zimöli	zimoli			word	ocr_extracted			* Schnurrbart. Vgl. Krm. simböl.			zimöli	212	406	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p212_r0402:entry	zind	zind			word	ocr_extracted			Nase,			zind	212	402	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p212_r0405:entry	zirQt	zirqt			word	ocr_extracted			Knabe. 70. n.			zirQt	212	405	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p212_r0408:entry	zuän	zuan			word	ocr_extracted			Zunge, 57.8. Vgl. Krm. zemäh 1).			zuän	212	408	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p197_r0004:entry	äunün’a	aununa			word	ocr_extracted			(ich) sehe. aund, aunä, sah, 50.i; 51.8; 64.8. aunal, sahen, 49.6. baüni, sieh, schau zu, seht, 63.9; 78.1.			äunün’a	197	4	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p205_r0215:entry	çı	ci			word	ocr_extracted			Speise, 54.10.			çı	205	215	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p200_r0084:entry	üda	uda			word	ocr_extracted			nieder. üda ru£n’a, fallt nieder, 55.2.			üda	200	84	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
4	not_qa_reviewed; missing_english; parented_but_needs_review	lerch_glossary_p198_r0035:entry	altunin	altunin	altunın	altunin	word	headword_parented		matched_harun_headword	golden.		altınlı	altunin	198	35	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; missing_english; parented_but_needs_review	lerch_glossary_p198_r0034:entry	altün	altun	altun, altın	altun altin	word	headword_parented		matched_harun_headword	(türk. ,jyJl), Gold,		altın	altün	198	34	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p198_r0024:entry	ar	ar	ard	ard	word	headword_parented	matched_headword	matched_dezd_headword	Mehl. Gld: ar.	flour	un	ar	198	24	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p198_r0028:entry	ard	ard	hard	hard	word	headword_parented	matched_headword	matched_dezd_headword	Erde. Vgl. Krm. ard.	earth, soil, earth’s surface	toprak, yer, yeryüzü	ard	198	28	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p198_r0029:entry	ard	ard	ardene	ardene	word	headword_parented	matched_headword	matched_dezd_headword	brachte. ärdu, (dass du) brachtest, 52.8. Ärdi, brachten, 56.8; 65.7. bidri, biari, werden bringen, 62.8; 79.7; 84.12.	bring, bring here	getirmek	ard	198	29	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; missing_english; parented_but_needs_review	lerch_glossary_p198_r0026:entry	aris	aris	arış	aris	word	headword_parented		matched_harun_headword	Mühle, 83.3.		ekmeklik tahıl; | öğütmek için değirmene götürülen tahıl,un	aris	198	26	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; missing_english; parented_but_needs_review	lerch_glossary_p197_r0018:entry	asiret	asiret	aşiret, 'eşiret	asiret esiret	word	headword_parented		matched_harun_headword	(arab. ^ic), Stamm, Tri- bus.		aşiret	asiret	197	18	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p213_r0427:entry	Avesta	avesta	Avesta	avesta	word	headword_parented	matched_headword	matched_dezd_headword	Uebers. I, 152, Anm. 2); npers: <UiL.	zoroastrian scriptures	Zerdüştlüğün kutsal kitabı	Avesta	213	427	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p197_r0010:entry	ayä	aya	ağa, axa	aga axa	word	headword_parented	matched_headword	manual_override	Agha	agha; notable; lord	ağa	ayä	197	10	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p215_r0471:entry	berd	berd	berdene	berdene	word	headword_parented	matched_headword	matched_dezd_headword	trug, 52.4, s: 54. t: s. ard.	to take away, to move on, to carry away, to take (or accompany) there	götürmek	berd	215	471	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p215_r0470:entry	ber’e	bere	ardene	ardene	word	headword_parented	matched_headword	matched_dezd_headword	bringe (imp.); s. ard.	bring, bring here	getirmek	ber’e	215	470	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; missing_english; parented_but_needs_review	lerch_glossary_p216_r0486:entry	bye	bye	bie, bye, bê	bie bye be	word	headword_parented		matched_harun_headword	1 ) ohne, 73. 12.		olmadan, olmaksızın, -sız, -siz, -suz, -süz	bye	216	486	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p215_r0467:entry	bärut	barut	barut	barut	word	headword_parented	matched_headword	matched_dezd_headword	Schiesspulver, 73.1.	gunpowder	barut	bärut	215	467	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p208_r0287:entry	da	da	dayene	dayene	word	headword_parented	matched_headword	matched_dezd_headword	gab; s. d;iua.	give	vermek	da	208	287	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p208_r0301:entry	del	del	del	del	word	headword_parented	matched_headword	manual_override	Hündin	female dog; bitch	dişi köpek	del	208	301	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p208_r0306:entry	deläl	delal	dellal	dellal	word	headword_parented	matched_headword	manual_override	Ausrufer, Herold	town crier; herald	tellal, yüksek sesle bağırıp bir şeyi ilan eden kişi	deläl	208	306	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p208_r0300:entry	derd	derd	derd	derd	word	headword_parented	matched_headword	matched_dezd_headword	Schmerz. S. Krm. derd.	worry, sorrow	dert	derd	208	300	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p208_r0299:entry	derg	derg	derg	derg	word	headword_parented	matched_headword	matched_dezd_headword	lang. Vgl. Krm. deröü. derg ken’a, verlängere, mache lang.	1) long 2) high	1) yüksek 2) büyük (direk, ağaç)	derg	208	299	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; missing_english; parented_but_needs_review	lerch_glossary_p208_r0296:entry	des	des	des	des	word	headword_parented		matched_harun_headword	zehn,		on	des	208	296	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; missing_english; parented_but_needs_review	lerch_glossary_p209_r0337:entry	des	des	dês	des	word	headword_parented		matched_dezd_headword	Waud.		duvar	des	209	337	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p208_r0298:entry	dest	dest	dest	dest	word	headword_parented	matched_headword	matched_dezd_headword	Hand. S. Krm. dest.	hand	el	dest	208	298	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p208_r0302:entry	deve	deve	deve	deve	word	headword_parented	matched_headword	matched_dezd_headword	(ar. 0_>a). Kameel.	camel	deve	deve	208	302	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p208_r0307:entry	di	di	dı	di	word	headword_parented	matched_headword	matched_dezd_headword	zwei.	two, 2	iki, 2	di	208	307	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p208_r0312:entry	dirnä	dirna	dırnayene	dirnayene	word	headword_parented	matched_headword	matched_dezd_headword	zerriss, 5l.n.	to tear up	yırtmak, parça parça etmek	dirnä	208	312	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p208_r0308:entry	diSeme	diseme	dışeme	diseme	word	headword_parented	matched_headword	matched_dezd_headword	Montag. Vgl. Krm. duäembü.	monday	pazartesi	diSeme	208	308	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p208_r0309:entry	dismen	dismen	dışmen	dismen	word	headword_parented	matched_headword	matched_dezd_headword	Feind,	enemy	düşman	dismen	208	309	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p208_r0310:entry	dizd	dizd	dızd	dizd	word	headword_parented	matched_headword	matched_dezd_headword	Dieb. Vgl. Krm. diz.	thief	hırsız	dizd	208	310	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p208_r0319:entry	dost	dost	dost	dost	word	headword_parented	matched_headword	manual_override	Freund, Kamerad	friend	dost, arkadaş, yar	dost	208	319	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p208_r0320:entry	du	du	dı	di	word	headword_parented	matched_headword	manual_override	zwei, 2	two, 2	iki, 2	du	208	320	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; missing_english; parented_but_needs_review	lerch_glossary_p208_r0322:entry	duyesin	duyesin	dûyesın	duyesin	word	headword_parented		matched_harun_headword	zwölfte,		on ikinci, on ikili	duyesin	208	322	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; missing_english; parented_but_needs_review	lerch_glossary_p199_r0055:entry	egit	egit	eğit	egit	word	headword_parented		matched_harun_headword	(türk. vlX), Held, 56, «4. ingist = engiät.		yiğit	egit	199	55	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; missing_english; parented_but_needs_review	lerch_glossary_p198_r0038:entry	ek’e	eke	eke	eke	word	headword_parented		matched_dezd_headword	wenn. Vgl. Krm. ek.		diğinde	ek’e	198	38	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; missing_english; parented_but_needs_review	lerch_glossary_p199_r0067:entry	em’a	ema	am, aem	am aem	word	headword_parented		matched_harun_headword	Vaterschwester.		hala, bibi	em’a	199	67	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p199_r0061:entry	ez	ez	ez	ez	word	headword_parented	matched_headword	matched_dezd_headword	ich. erd = ard.	I	ben	ez	199	61	Confirm parent/variant relation and inherit or add reviewed public definitions.
